date,consumer_confidence_index,new_car_price_index,used_car_price_index,fed_interest_rate,electric_vehicle_adoption,inflation_rate
2/22/2021,77.6,102.0557143,129.189916,0.002766301,0.021994521,0.014712329
2/23/2021,77.6,102.0952473,129.7512605,0.002802192,0.022032877,0.014726027
2/24/2021,77.6,102.1347802,130.312605,0.002838082,0.022071233,0.014739726
2/25/2021,77.6,102.1743132,130.8739496,0.002873973,0.022109589,0.014753425
2/26/2021,77.6,102.2138462,131.4352941,0.002909863,0.022147945,0.014767123
2/27/2021,77.6,102.2533791,131.9966387,0.002945753,0.022186301,0.014780822
2/28/2021,77.6,102.2929121,132.5579832,0.002981644,0.022224658,0.014794521
3/1/2021,77.6,102.3324451,133.1193277,0.003017534,0.022263014,0.014808219
3/2/2021,77.6,102.371978,133.6806723,0.003053425,0.02230137,0.014821918
3/3/2021,77.6,102.411511,134.2420168,0.003089315,0.022339726,0.014835616
3/4/2021,77.6,102.451044,134.8033613,0.003125205,0.022378082,0.014849315
3/5/2021,77.6,102.4905769,135.3647059,0.003161096,0.022416438,0.014863014
3/6/2021,77.6,102.5301099,135.9260504,0.003196986,0.022454795,0.014876712
3/7/2021,77.6,102.5696429,136.487395,0.003232877,0.022493151,0.014890411
3/8/2021,77.6,102.6091758,137.0487395,0.003268767,0.022531507,0.01490411
3/9/2021,77.6,102.6487088,137.610084,0.003304658,0.022569863,0.014917808
3/10/2021,77.6,102.6882418,138.1714286,0.003340548,0.022608219,0.014931507
3/11/2021,77.6,102.7277747,138.7327731,0.003376438,0.022646575,0.014945205
3/12/2021,77.6,102.7673077,139.2941176,0.003412329,0.022684932,0.014958904
3/13/2021,77.6,102.8068407,139.8554622,0.003448219,0.022723288,0.014972603
3/14/2021,77.6,102.8463736,140.4168067,0.00348411,0.022761644,0.014986301
3/15/2021,77.6,102.8859066,140.9781513,0.00352,0.0228,0.015
3/16/2021,77.6,102.9254396,141.5394958,0.00355589,0.022838356,0.015013699
3/17/2021,77.6,102.9649725,142.1008403,0.003591781,0.022876712,0.015027397
3/18/2021,77.6,103.0045055,142.6621849,0.003627671,0.022915068,0.015041096
3/19/2021,77.6,103.0440385,143.2235294,0.003663562,0.022953425,0.015054795
3/20/2021,77.6,103.0835714,143.7848739,0.003699452,0.022991781,0.015068493
3/21/2021,77.6,103.1231044,144.3462185,0.003735342,0.023030137,0.015082192
3/22/2021,77.6,103.1626374,144.907563,0.003771233,0.023068493,0.01509589
3/23/2021,77.6,103.2021703,145.4689076,0.003807123,0.023106849,0.015109589
3/24/2021,77.6,103.2417033,146.0302521,0.003843014,0.023145205,0.015123288
3/25/2021,77.6,103.2812363,146.5915966,0.003878904,0.023183562,0.015136986
3/26/2021,77.6,103.3207692,147.1529412,0.003914795,0.023221918,0.015150685
3/27/2021,77.6,103.3603022,147.7142857,0.003950685,0.023260274,0.015164384
3/28/2021,77.6,103.3998352,148.2756303,0.003986575,0.02329863,0.015178082
3/29/2021,77.6,103.4393681,148.8369748,0.004022466,0.023336986,0.015191781
3/30/2021,77.6,103.4789011,149.3983193,0.004058356,0.023375342,0.015205479
3/31/2021,77.6,103.5184341,149.9596639,0.004094247,0.023413699,0.015219178
4/1/2021,77.6,103.557967,150.5210084,0.004130137,0.023452055,0.015232877
4/2/2021,77.6,103.5975,151.0823529,0.004166027,0.023490411,0.015246575
4/3/2021,77.6,103.637033,151.6436975,0.004201918,0.023528767,0.015260274
4/4/2021,77.6,103.6765659,152.205042,0.004237808,0.023567123,0.015273973
4/5/2021,77.6,103.7160989,152.7663866,0.004273699,0.023605479,0.015287671
4/6/2021,77.6,103.7556319,153.3277311,0.004309589,0.023643836,0.01530137
4/7/2021,77.6,103.7951648,153.8890756,0.004345479,0.023682192,0.015315068
4/8/2021,77.6,103.8346978,154.4504202,0.00438137,0.023720548,0.015328767
4/9/2021,77.6,103.8742308,155.0117647,0.00441726,0.023758904,0.015342466
4/10/2021,77.6,103.9137637,155.5731092,0.004453151,0.02379726,0.015356164
4/11/2021,77.6,103.9532967,156.1344538,0.004489041,0.023835616,0.015369863
4/12/2021,77.6,103.9928297,156.6957983,0.004524932,0.023873973,0.015383562
4/13/2021,77.6,104.0323626,157.2571429,0.004560822,0.023912329,0.01539726
4/14/2021,77.6,104.0718956,157.8184874,0.004596712,0.023950685,0.015410959
4/15/2021,77.6,104.1114286,158.3798319,0.004632603,0.023989041,0.015424658
4/16/2021,77.6,104.1509615,158.9411765,0.004668493,0.024027397,0.015438356
4/17/2021,77.6,104.1904945,159.502521,0.004704384,0.024065753,0.015452055
4/18/2021,77.6,104.2300275,160.0638655,0.004740274,0.02410411,0.015465753
4/19/2021,77.6,104.2695604,160.6252101,0.004776164,0.024142466,0.015479452
4/20/2021,77.6,104.3090934,161.1865546,0.004812055,0.024180822,0.015493151
4/21/2021,77.6,104.3486264,161.7478992,0.004847945,0.024219178,0.015506849
4/22/2021,77.6,104.3881593,162.3092437,0.004883836,0.024257534,0.015520548
4/23/2021,77.6,104.4276923,162.8705882,0.004919726,0.02429589,0.015534247
4/24/2021,77.6,104.4672253,163.4319328,0.004955616,0.024334247,0.015547945
4/25/2021,77.6,104.5067582,163.9932773,0.004991507,0.024372603,0.015561644
4/26/2021,77.6,104.5462912,164.5546218,0.005027397,0.024410959,0.015575342
4/27/2021,77.6,104.5858242,165.1159664,0.005063288,0.024449315,0.015589041
4/28/2021,77.6,104.6253571,165.6773109,0.005099178,0.024487671,0.01560274
4/29/2021,77.6,104.6648901,166.2386555,0.005135068,0.024526027,0.015616438
4/30/2021,77.6,104.7044231,166.8,0.005170959,0.024564384,0.015630137
5/1/2021,77.6,104.743956,167.2801639,0.005206849,0.02460274,0.015643836
5/2/2021,77.6,104.783489,167.7603279,0.00524274,0.024641096,0.015657534
5/3/2021,77.6,104.823022,168.2404918,0.00527863,0.024679452,0.015671233
5/4/2021,77.6,104.8625549,168.7206557,0.005314521,0.024717808,0.015684932
5/5/2021,77.6,104.9020879,169.2008197,0.005350411,0.024756164,0.01569863
5/6/2021,77.6,104.9416209,169.6809836,0.005386301,0.024794521,0.015712329
5/7/2021,77.6,104.9811538,170.1611475,0.005422192,0.024832877,0.015726027
5/8/2021,77.6,105.0206868,170.6413115,0.005458082,0.024871233,0.015739726
5/9/2021,77.6,105.0602198,171.1214754,0.005493973,0.024909589,0.015753425
5/10/2021,77.6,105.0997527,171.6016393,0.005529863,0.024947945,0.015767123
5/11/2021,77.6,105.1392857,172.0818033,0.005565753,0.024986301,0.015780822
5/12/2021,77.6,105.1788187,172.5619672,0.005601644,0.025024658,0.015794521
5/13/2021,77.6,105.2183516,173.0421311,0.005637534,0.025063014,0.015808219
5/14/2021,77.6,105.2578846,173.5222951,0.005673425,0.02510137,0.015821918
5/15/2021,77.6,105.2974176,174.002459,0.005709315,0.025139726,0.015835616
5/16/2021,77.6,105.3369505,174.482623,0.005745205,0.025178082,0.015849315
5/17/2021,77.6,105.3764835,174.9627869,0.005781096,0.025216438,0.015863014
5/18/2021,77.6,105.4160165,175.4429508,0.005816986,0.025254795,0.015876712
5/19/2021,77.6,105.4555495,175.9231148,0.005852877,0.025293151,0.015890411
5/20/2021,77.6,105.4950824,176.4032787,0.005888767,0.025331507,0.01590411
5/21/2021,77.6,105.5346154,176.8834426,0.005924658,0.025369863,0.015917808
5/22/2021,77.6,105.5741484,177.3636066,0.005960548,0.025408219,0.015931507
5/23/2021,77.6,105.6136813,177.8437705,0.005996438,0.025446575,0.015945205
5/24/2021,77.6,105.6532143,178.3239344,0.006032329,0.025484932,0.015958904
5/25/2021,77.6,105.6927473,178.8040984,0.006068219,0.025523288,0.015972603
5/26/2021,77.6,105.7322802,179.2842623,0.00610411,0.025561644,0.015986301
5/27/2021,77.6,105.7718132,179.7644262,0.00614,0.0256,0.016
5/28/2021,77.6,105.8113462,180.2445902,0.00617589,0.025638356,0.016013699
5/29/2021,77.6,105.8508791,180.7247541,0.006211781,0.025676712,0.016027397
5/30/2021,77.6,105.8904121,181.204918,0.006247671,0.025715068,0.016041096
5/31/2021,77.6,105.9299451,181.685082,0.006283562,0.025753425,0.016054795
6/1/2021,77.6,105.969478,182.1652459,0.006319452,0.025791781,0.016068493
6/2/2021,77.6,106.009011,182.6454098,0.006355342,0.025830137,0.016082192
6/3/2021,77.6,106.048544,183.1255738,0.006391233,0.025868493,0.01609589
6/4/2021,77.6,106.0880769,183.6057377,0.006427123,0.025906849,0.016109589
6/5/2021,77.6,106.1276099,184.0859016,0.006463014,0.025945205,0.016123288
6/6/2021,77.6,106.1671429,184.5660656,0.006498904,0.025983562,0.016136986
6/7/2021,77.6,106.2066758,185.0462295,0.006534795,0.026021918,0.016150685
6/8/2021,77.6,106.2462088,185.5263934,0.006570685,0.026060274,0.016164384
6/9/2021,77.6,106.2857418,186.0065574,0.006606575,0.02609863,0.016178082
6/10/2021,77.6,106.3252747,186.4867213,0.006642466,0.026136986,0.016191781
6/11/2021,77.6,106.3648077,186.9668852,0.006678356,0.026175342,0.016205479
6/12/2021,77.6,106.4043407,187.4470492,0.006714247,0.026213699,0.016219178
6/13/2021,77.6,106.4438736,187.9272131,0.006750137,0.026252055,0.016232877
6/14/2021,77.6,106.4834066,188.407377,0.006786027,0.026290411,0.016246575
6/15/2021,77.6,106.5229396,188.887541,0.006821918,0.026328767,0.016260274
6/16/2021,77.6,106.5624725,189.3677049,0.006857808,0.026367123,0.016273973
6/17/2021,77.6,106.6020055,189.8478689,0.006893699,0.026405479,0.016287671
6/18/2021,77.6,106.6415385,190.3280328,0.006929589,0.026443836,0.01630137
6/19/2021,77.6,106.6810714,190.8081967,0.006965479,0.026482192,0.016315068
6/20/2021,77.6,106.7206044,191.2883607,0.00700137,0.026520548,0.016328767
6/21/2021,77.6,106.7601374,191.7685246,0.00703726,0.026558904,0.016342466
6/22/2021,77.6,106.7996703,192.2486885,0.007073151,0.02659726,0.016356164
6/23/2021,77.6,106.8392033,192.7288525,0.007109041,0.026635616,0.016369863
6/24/2021,77.6,106.8787363,193.2090164,0.007144932,0.026673973,0.016383562
6/25/2021,77.6,106.9182692,193.6891803,0.007180822,0.026712329,0.01639726
6/26/2021,77.6,106.9578022,194.1693443,0.007216712,0.026750685,0.016410959
6/27/2021,77.6,106.9973352,194.6495082,0.007252603,0.026789041,0.016424658
6/28/2021,77.6,107.0368681,195.1296721,0.007288493,0.026827397,0.016438356
6/29/2021,77.6,107.0764011,195.6098361,0.007324384,0.026865753,0.016452055
6/30/2021,77.6,107.1159341,196.09,0.007360274,0.02690411,0.016465753
7/1/2021,77.6,107.155467,196.1758152,0.007396164,0.026942466,0.016479452
7/2/2021,77.6,107.195,196.2616304,0.007432055,0.026980822,0.016493151
7/3/2021,77.6,107.234533,196.3474457,0.007467945,0.027019178,0.016506849
7/4/2021,77.6,107.2740659,196.4332609,0.007503836,0.027057534,0.016520548
7/5/2021,77.6,107.3135989,196.5190761,0.007539726,0.02709589,0.016534247
7/6/2021,77.6,107.3531319,196.6048913,0.007575616,0.027134247,0.016547945
7/7/2021,77.6,107.3926648,196.6907065,0.007611507,0.027172603,0.016561644
7/8/2021,77.6,107.4321978,196.7765217,0.007647397,0.027210959,0.016575342
7/9/2021,77.6,107.4717308,196.862337,0.007683288,0.027249315,0.016589041
7/10/2021,77.6,107.5112637,196.9481522,0.007719178,0.027287671,0.01660274
7/11/2021,77.6,107.5507967,197.0339674,0.007755068,0.027326027,0.016616438
7/12/2021,77.6,107.5903297,197.1197826,0.007790959,0.027364384,0.016630137
7/13/2021,77.6,107.6298626,197.2055978,0.007826849,0.02740274,0.016643836
7/14/2021,77.6,107.6693956,197.291413,0.00786274,0.027441096,0.016657534
7/15/2021,77.6,107.7089286,197.3772283,0.00789863,0.027479452,0.016671233
7/16/2021,77.6,107.7484615,197.4630435,0.007934521,0.027517808,0.016684932
7/17/2021,77.6,107.7879945,197.5488587,0.007970411,0.027556164,0.01669863
7/18/2021,77.6,107.8275275,197.6346739,0.008006301,0.027594521,0.016712329
7/19/2021,77.6,107.8670604,197.7204891,0.008042192,0.027632877,0.016726027
7/20/2021,77.6,107.9065934,197.8063043,0.008078082,0.027671233,0.016739726
7/21/2021,77.6,107.9461264,197.8921196,0.008113973,0.027709589,0.016753425
7/22/2021,77.6,107.9856593,197.9779348,0.008149863,0.027747945,0.016767123
7/23/2021,77.6,108.0251923,198.06375,0.008185753,0.027786301,0.016780822
7/24/2021,77.6,108.0647253,198.1495652,0.008221644,0.027824658,0.016794521
7/25/2021,77.6,108.1042582,198.2353804,0.008257534,0.027863014,0.016808219
7/26/2021,77.6,108.1437912,198.3211957,0.008293425,0.02790137,0.016821918
7/27/2021,77.6,108.1833242,198.4070109,0.008329315,0.027939726,0.016835616
7/28/2021,77.6,108.2228571,198.4928261,0.008365205,0.027978082,0.016849315
7/29/2021,77.6,108.2623901,198.5786413,0.008401096,0.028016438,0.016863014
7/30/2021,77.6,108.3019231,198.6644565,0.008436986,0.028054795,0.016876712
7/31/2021,77.6,108.341456,198.7502717,0.008472877,0.028093151,0.016890411
8/1/2021,77.6,108.380989,198.836087,0.008508767,0.028131507,0.01690411
8/2/2021,77.6,108.420522,198.9219022,0.008544658,0.028169863,0.016917808
8/3/2021,77.6,108.4600549,199.0077174,0.008580548,0.028208219,0.016931507
8/4/2021,77.6,108.4995879,199.0935326,0.008616438,0.028246575,0.016945205
8/5/2021,77.6,108.5391209,199.1793478,0.008652329,0.028284932,0.016958904
8/6/2021,77.6,108.5786538,199.265163,0.008688219,0.028323288,0.016972603
8/7/2021,77.6,108.6181868,199.3509783,0.00872411,0.028361644,0.016986301
8/8/2021,77.6,108.6577198,199.4367935,0.00876,0.0284,0.017
8/9/2021,77.6,108.6972527,199.5226087,0.00879589,0.028438356,0.017013699
8/10/2021,77.6,108.7367857,199.6084239,0.008831781,0.028476712,0.017027397
8/11/2021,77.6,108.7763187,199.6942391,0.008867671,0.028515068,0.017041096
8/12/2021,77.6,108.8158516,199.7800543,0.008903562,0.028553425,0.017054795
8/13/2021,77.6,108.8553846,199.8658696,0.008939452,0.028591781,0.017068493
8/14/2021,77.6,108.8949176,199.9516848,0.008975342,0.028630137,0.017082192
8/15/2021,77.6,108.9344505,200.0375,0.009011233,0.028668493,0.01709589
8/16/2021,77.6,108.9739835,200.1233152,0.009047123,0.028706849,0.017109589
8/17/2021,77.6,109.0135165,200.2091304,0.009083014,0.028745205,0.017123288
8/18/2021,77.6,109.0530495,200.2949457,0.009118904,0.028783562,0.017136986
8/19/2021,77.6,109.0925824,200.3807609,0.009154795,0.028821918,0.017150685
8/20/2021,77.6,109.1321154,200.4665761,0.009190685,0.028860274,0.017164384
8/21/2021,77.6,109.1716484,200.5523913,0.009226575,0.02889863,0.017178082
8/22/2021,77.6,109.2111813,200.6382065,0.009262466,0.028936986,0.017191781
8/23/2021,77.6,109.2507143,200.7240217,0.009298356,0.028975342,0.017205479
8/24/2021,77.6,109.2902473,200.809837,0.009334247,0.029013699,0.017219178
8/25/2021,77.6,109.3297802,200.8956522,0.009370137,0.029052055,0.017232877
8/26/2021,77.6,109.3693132,200.9814674,0.009406027,0.029090411,0.017246575
8/27/2021,77.6,109.4088462,201.0672826,0.009441918,0.029128767,0.017260274
8/28/2021,77.6,109.4483791,201.1530978,0.009477808,0.029167123,0.017273973
8/29/2021,77.6,109.4879121,201.238913,0.009513699,0.029205479,0.017287671
8/30/2021,77.6,109.5274451,201.3247283,0.009549589,0.029243836,0.01730137
8/31/2021,77.6,109.566978,201.4105435,0.009585479,0.029282192,0.017315068
9/1/2021,77.6,109.606511,201.4963587,0.00962137,0.029320548,0.017328767
9/2/2021,77.6,109.646044,201.5821739,0.00965726,0.029358904,0.017342466
9/3/2021,77.6,109.6855769,201.6679891,0.009693151,0.02939726,0.017356164
9/4/2021,77.6,109.7251099,201.7538043,0.009729041,0.029435616,0.017369863
9/5/2021,77.6,109.7646429,201.8396196,0.009764932,0.029473973,0.017383562
9/6/2021,77.6,109.8041758,201.9254348,0.009800822,0.029512329,0.01739726
9/7/2021,77.6,109.8437088,202.01125,0.009836712,0.029550685,0.017410959
9/8/2021,77.6,109.8832418,202.0970652,0.009872603,0.029589041,0.017424658
9/9/2021,77.6,109.9227747,202.1828804,0.009908493,0.029627397,0.017438356
9/10/2021,77.6,109.9623077,202.2686957,0.009944384,0.029665753,0.017452055
9/11/2021,77.6,110.0018407,202.3545109,0.009980274,0.02970411,0.017465753
9/12/2021,77.6,110.0413736,202.4403261,0.010016164,0.029742466,0.017479452
9/13/2021,77.6,110.0809066,202.5261413,0.010052055,0.029780822,0.017493151
9/14/2021,77.6,110.1204396,202.6119565,0.010087945,0.029819178,0.017506849
9/15/2021,77.6,110.1599725,202.6977717,0.010123836,0.029857534,0.017520548
9/16/2021,77.6,110.1995055,202.783587,0.010159726,0.02989589,0.017534247
9/17/2021,77.6,110.2390385,202.8694022,0.010195616,0.029934247,0.017547945
9/18/2021,77.6,110.2785714,202.9552174,0.010231507,0.029972603,0.017561644
9/19/2021,77.6,110.3181044,203.0410326,0.010267397,0.030010959,0.017575342
9/20/2021,77.6,110.3576374,203.1268478,0.010303288,0.030049315,0.017589041
9/21/2021,77.6,110.3971703,203.212663,0.010339178,0.030087671,0.01760274
9/22/2021,77.6,110.4367033,203.2984783,0.010375068,0.030126027,0.017616438
9/23/2021,77.6,110.4762363,203.3842935,0.010410959,0.030164384,0.017630137
9/24/2021,77.6,110.5157692,203.4701087,0.010446849,0.03020274,0.017643836
9/25/2021,77.6,110.5553022,203.5559239,0.01048274,0.030241096,0.017657534
9/26/2021,77.6,110.5948352,203.6417391,0.01051863,0.030279452,0.017671233
9/27/2021,77.6,110.6343681,203.7275543,0.010554521,0.030317808,0.017684932
9/28/2021,77.6,110.6739011,203.8133696,0.010590411,0.030356164,0.01769863
9/29/2021,77.6,110.7134341,203.8991848,0.010626301,0.030394521,0.017712329
9/30/2021,77.6,110.752967,203.985,0.010662192,0.030432877,0.017726027
10/1/2021,77.6,110.7925,204.0708152,0.010698082,0.030471233,0.017739726
10/2/2021,77.6,110.832033,204.1566304,0.010733973,0.030509589,0.017753425
10/3/2021,77.6,110.8715659,204.2424457,0.010769863,0.030547945,0.017767123
10/4/2021,77.6,110.9110989,204.3282609,0.010805753,0.030586301,0.017780822
10/5/2021,77.6,110.9506319,204.4140761,0.010841644,0.030624658,0.017794521
10/6/2021,77.6,110.9901648,204.4998913,0.010877534,0.030663014,0.017808219
10/7/2021,77.6,111.0296978,204.5857065,0.010913425,0.03070137,0.017821918
10/8/2021,77.6,111.0692308,204.6715217,0.010949315,0.030739726,0.017835616
10/9/2021,77.6,111.1087637,204.757337,0.010985205,0.030778082,0.017849315
10/10/2021,77.6,111.1482967,204.8431522,0.011021096,0.030816438,0.017863014
10/11/2021,77.6,111.1878297,204.9289674,0.011056986,0.030854795,0.017876712
10/12/2021,77.6,111.2273626,205.0147826,0.011092877,0.030893151,0.017890411
10/13/2021,77.6,111.2668956,205.1005978,0.011128767,0.030931507,0.01790411
10/14/2021,77.6,111.3064286,205.186413,0.011164658,0.030969863,0.017917808
10/15/2021,77.6,111.3459615,205.2722283,0.011200548,0.031008219,0.017931507
10/16/2021,77.6,111.3854945,205.3580435,0.011236438,0.031046575,0.017945205
10/17/2021,77.6,111.4250275,205.4438587,0.011272329,0.031084932,0.017958904
10/18/2021,77.6,111.4645604,205.5296739,0.011308219,0.031123288,0.017972603
10/19/2021,77.6,111.5040934,205.6154891,0.01134411,0.031161644,0.017986301
10/20/2021,77.6,111.5436264,205.7013043,0.01138,0.0312,0.018
10/21/2021,77.6,111.5831593,205.7871196,0.01141589,0.031238356,0.018013699
10/22/2021,77.6,111.6226923,205.8729348,0.011451781,0.031276712,0.018027397
10/23/2021,77.6,111.6622253,205.95875,0.011487671,0.031315068,0.018041096
10/24/2021,77.6,111.7017582,206.0445652,0.011523562,0.031353425,0.018054795
10/25/2021,77.6,111.7412912,206.1303804,0.011559452,0.031391781,0.018068493
10/26/2021,77.6,111.7808242,206.2161957,0.011595342,0.031430137,0.018082192
10/27/2021,77.6,111.8203571,206.3020109,0.011631233,0.031468493,0.01809589
10/28/2021,77.6,111.8598901,206.3878261,0.011667123,0.031506849,0.018109589
10/29/2021,77.6,111.8994231,206.4736413,0.011703014,0.031545205,0.018123288
10/30/2021,77.6,111.938956,206.5594565,0.011738904,0.031583562,0.018136986
10/31/2021,77.6,111.978489,206.6452717,0.011774795,0.031621918,0.018150685
11/1/2021,77.6,112.018022,206.731087,0.011810685,0.031660274,0.018164384
11/2/2021,77.6,112.0575549,206.8169022,0.011846575,0.03169863,0.018178082
11/3/2021,77.6,112.0970879,206.9027174,0.011882466,0.031736986,0.018191781
11/4/2021,77.6,112.1366209,206.9885326,0.011918356,0.031775342,0.018205479
11/5/2021,77.6,112.1761538,207.0743478,0.011954247,0.031813699,0.018219178
11/6/2021,77.6,112.2156868,207.160163,0.011990137,0.031852055,0.018232877
11/7/2021,77.6,112.2552198,207.2459783,0.012026027,0.031890411,0.018246575
11/8/2021,77.6,112.2947527,207.3317935,0.012061918,0.031928767,0.018260274
11/9/2021,77.6,112.3342857,207.4176087,0.012097808,0.031967123,0.018273973
11/10/2021,77.6,112.3738187,207.5034239,0.012133699,0.032005479,0.018287671
11/11/2021,77.6,112.4133516,207.5892391,0.012169589,0.032043836,0.01830137
11/12/2021,77.6,112.4528846,207.6750543,0.012205479,0.032082192,0.018315068
11/13/2021,77.6,112.4924176,207.7608696,0.01224137,0.032120548,0.018328767
11/14/2021,77.6,112.5319505,207.8466848,0.01227726,0.032158904,0.018342466
11/15/2021,77.6,112.5714835,207.9325,0.012313151,0.03219726,0.018356164
11/16/2021,77.6,112.6110165,208.0183152,0.012349041,0.032235616,0.018369863
11/17/2021,77.6,112.6505495,208.1041304,0.012384932,0.032273973,0.018383562
11/18/2021,77.6,112.6900824,208.1899457,0.012420822,0.032312329,0.01839726
11/19/2021,77.6,112.7296154,208.2757609,0.012456712,0.032350685,0.018410959
11/20/2021,77.6,112.7691484,208.3615761,0.012492603,0.032389041,0.018424658
11/21/2021,77.6,112.8086813,208.4473913,0.012528493,0.032427397,0.018438356
11/22/2021,77.6,112.8482143,208.5332065,0.012564384,0.032465753,0.018452055
11/23/2021,77.6,112.8877473,208.6190217,0.012600274,0.03250411,0.018465753
11/24/2021,77.6,112.9272802,208.704837,0.012636164,0.032542466,0.018479452
11/25/2021,77.6,112.9668132,208.7906522,0.012672055,0.032580822,0.018493151
11/26/2021,77.6,113.0063462,208.8764674,0.012707945,0.032619178,0.018506849
11/27/2021,77.6,113.0458791,208.9622826,0.012743836,0.032657534,0.018520548
11/28/2021,77.6,113.0854121,209.0480978,0.012779726,0.03269589,0.018534247
11/29/2021,77.6,113.1249451,209.133913,0.012815616,0.032734247,0.018547945
11/30/2021,77.6,113.164478,209.2197283,0.012851507,0.032772603,0.018561644
12/1/2021,77.6,113.204011,209.3055435,0.012887397,0.032810959,0.018575342
12/2/2021,77.6,113.243544,209.3913587,0.012923288,0.032849315,0.018589041
12/3/2021,77.6,113.2830769,209.4771739,0.012959178,0.032887671,0.01860274
12/4/2021,77.6,113.3226099,209.5629891,0.012995068,0.032926027,0.018616438
12/5/2021,77.6,113.3621429,209.6488043,0.013030959,0.032964384,0.018630137
12/6/2021,77.6,113.4016758,209.7346196,0.013066849,0.03300274,0.018643836
12/7/2021,77.6,113.4412088,209.8204348,0.01310274,0.033041096,0.018657534
