transaction_id,sale_date,vehicle_id,customer_id,dealership_id,is_new_car,sale_price,total_price,payment_type,loan_id,trade_in_value,dealer_fees,incentive_value
100,1/4/2021,3410,96561,3204,TRUE,44959.95,46735.52,Cash,0,2407.56,1501.35,0
101,1/4/2021,3705,35667,20974,TRUE,35028.04,895.75,Loan,89,36323.59,2096.05,0
102,1/4/2021,128,67054,11482,FALSE,20421.31,434.19,Loan,90,20483.25,432.97,0
103,1/4/2021,981,33053,11932,TRUE,31801.95,36755.98,Lease,91,0,2861.61,0
104,1/4/2021,1978,26625,19770,FALSE,17336.46,19121.98,Loan,92,0,482.51,0
105,1/4/2021,2447,80711,11693,FALSE,15969.24,17829.11,Loan,93,0,301.61,0
106,1/4/2021,3061,54058,20988,FALSE,10503.6,3335.27,Loan,94,7887.66,373.1,0
107,1/4/2021,598,85849,3132,FALSE,24052.36,4007.89,Loan,95,20636.84,111.06,0
108,1/4/2021,1853,3416,8570,FALSE,9091.32,10287.23,Cash,0,0,227.66,4177.31
109,1/4/2021,2954,13388,12336,TRUE,50870.77,57742.57,Loan,96,0,2541.51,0
110,1/4/2021,4850,89756,2505,FALSE,36971.34,40547.54,Loan,97,0,781.02,0
111,1/4/2021,3529,16785,21456,FALSE,41381.2,45215.05,Loan,98,0,85,0
112,1/4/2021,4719,29347,5921,FALSE,26871.56,29577.25,Loan,99,0,370.07,0
113,1/4/2021,534,3511,24894,TRUE,129117.16,138403.13,Lease,100,1159.09,2875.14,0
114,1/4/2021,4110,30426,23170,FALSE,21767.66,23512.87,Loan,101,0,203.18,0
115,1/5/2021,4810,28895,24244,FALSE,39111.43,42735.7,Loan,102,0,716.73,0
116,1/5/2021,3562,89447,9048,FALSE,32530.68,34669.04,Lease,103,0,120.47,0
117,1/5/2021,2733,55201,16479,FALSE,18854.33,20638.28,Loan,104,0,358.64,0
118,1/5/2021,2914,67310,6352,TRUE,31266.69,36045.97,Loan,105,0,2451.55,0
119,1/5/2021,4325,43877,6004,FALSE,25214.49,27412.76,Loan,106,0,480.74,0
120,1/5/2021,4204,93019,14952,FALSE,77960.16,84923.54,Loan,107,0,447.33,0
121,1/5/2021,960,47574,14696,FALSE,49697.93,54390.55,Loan,108,0,384.13,0
122,1/5/2021,1912,97614,12445,FALSE,28461.8,31485.73,Loan,109,0,476.31,0
123,1/5/2021,3817,94204,24877,FALSE,20944.33,22743.47,Cash,0,0,141.2,0
124,1/5/2021,4598,4664,12022,FALSE,19294.9,4229.06,Loan,110,23734.83,105.74,0
125,1/5/2021,2066,68402,24134,TRUE,32227.25,37510.66,Loan,111,0,2138.14,0
126,1/5/2021,848,55169,12,TRUE,34737.79,18588.54,Loan,112,19032.45,2853.82,0
127,1/5/2021,3764,21610,13310,FALSE,24211.99,14795.33,Loan,113,10704.86,258.03,0
128,1/5/2021,4185,31088,5396,FALSE,23455.36,25568.42,Loan,114,0,484.41,0
129,1/5/2021,917,13542,6268,FALSE,9845.99,10269.42,Cash,0,20403.14,85,0
130,1/5/2021,3765,5042,11997,FALSE,24834.54,26665.62,Loan,115,0,152.96,0
131,1/5/2021,1051,17738,18598,FALSE,35734.6,18803.67,Cash,0,18733.81,85,0
132,1/5/2021,2004,27650,23092,TRUE,46843.22,41822.12,Loan,116,10324.53,1892.43,0
133,1/5/2021,3068,23292,19047,TRUE,88974.75,97402.02,Loan,117,0,2083.65,0
134,1/5/2021,2898,36488,4598,FALSE,20845.48,948.51,Loan,118,22392.19,536.24,0
135,1/5/2021,2829,97414,6008,FALSE,40089.86,32801.83,Loan,119,10123.73,85,0
136,1/5/2021,658,54879,4680,FALSE,23851.6,25519.43,Loan,120,0,103.37,0
137,1/6/2021,4173,56091,7636,TRUE,119645.82,128042.83,Lease,121,3576.67,1716.31,0
138,1/6/2021,122,78962,12528,TRUE,77949.41,86963.16,Loan,122,0,1959.08,0
139,1/6/2021,2944,75758,8957,FALSE,26423.02,12830.3,Cash,0,14992.83,189.52,0
140,1/6/2021,937,49870,3911,TRUE,25899.12,6060.15,Loan,123,22333.05,2099.72,0
141,1/6/2021,2439,69209,11727,FALSE,30324.2,33261.98,Loan,124,0,617.78,0
142,1/6/2021,665,47643,17194,FALSE,35278.39,30608.53,Lease,125,7213.75,435.71,0
143,1/6/2021,3830,47386,17038,TRUE,51017.76,58055.55,Lease,126,0,2724.34,0
144,1/6/2021,3052,41701,19183,FALSE,17205.68,18771.07,Lease,127,0,281.57,0
145,1/6/2021,1428,56577,24766,FALSE,21037.63,22849.81,Loan,128,0,325.64,0
146,1/6/2021,3042,77257,6221,FALSE,17193.12,3495.72,Loan,129,14560.46,496.14,0
147,1/6/2021,3382,90117,13481,FALSE,9816.52,2135.53,Loan,130,8061.05,198.18,4177.31
148,1/6/2021,2455,94716,14979,FALSE,34569.73,16535.53,Loan,131,19692.72,350.38,0
149,1/6/2021,143,51728,5430,FALSE,40331.45,28500.09,Loan,132,13732.19,131.97,0
150,1/6/2021,1788,67124,9141,FALSE,24794.23,1889.66,Cash,0,23558.56,391.01,0
151,1/6/2021,1320,89816,11721,FALSE,37772.66,31632.23,Cash,0,8911.05,380.56,0
152,1/6/2021,2352,24304,19282,FALSE,21589.34,23090.46,Loan,133,0,121.63,0
153,1/6/2021,3028,70088,22209,FALSE,16760.81,8025.41,Loan,134,9473.27,207.65,0
154,1/6/2021,2605,55394,15803,FALSE,42300.88,38119.22,Loan,135,6620.47,218.55,0
155,1/6/2021,4416,82496,14412,FALSE,15851.22,18045.82,Loan,136,0,483.76,0
156,1/6/2021,2184,18539,11979,FALSE,21529.65,23636.1,Loan,137,0,487.96,0
157,1/6/2021,4242,89498,20074,FALSE,63118.56,68914.46,Loan,138,0,472.18,0
158,1/7/2021,2147,36200,2090,TRUE,35822.7,19579.05,Loan,139,20607.39,2900.8,0
159,1/7/2021,965,88028,7463,TRUE,64570.54,57317.31,Lease,140,14783.66,3082.3,0
160,1/7/2021,4711,76123,19090,FALSE,16927.17,18789.79,Loan,141,0,169.01,0
161,1/7/2021,1183,53904,23024,FALSE,21541.62,24109.07,Loan,142,0,885.55,0
162,1/7/2021,142,78540,18471,FALSE,19907.34,21715.28,Cash,0,0,319.57,0
163,1/7/2021,3614,39936,8893,FALSE,3379.68,3794.36,Cash,0,0,101.73,4177.31
164,1/7/2021,70,14965,23251,FALSE,18791.15,6241.09,Loan,143,25258.31,122.39,0
165,1/7/2021,1697,86863,11634,TRUE,44950.48,20037.97,Cash,0,27091.4,2142.84,0
166,1/7/2021,4860,76267,7674,FALSE,22453.59,12896.15,Lease,144,10705.78,135.62,0
167,1/7/2021,3731,33620,14605,FALSE,42756.64,46671.57,Lease,145,0,113.03,0
168,1/7/2021,1855,79103,22543,FALSE,12785.47,8501.99,Loan,146,21629.86,194.75,0
169,1/7/2021,3778,18939,13101,FALSE,42516.15,46519.71,Loan,147,0,855.92,0
170,1/7/2021,3874,5877,20857,FALSE,28581.47,31098.43,Loan,148,0,363.55,0
171,1/7/2021,2750,72125,1284,FALSE,46666.21,50910.51,Loan,149,0,85,0
172,1/7/2021,4002,76212,22802,FALSE,11783.04,13502.84,Loan,150,0,404.31,0
173,1/7/2021,1074,58179,13469,FALSE,19516.89,21835.18,Loan,151,0,743.26,0
174,1/7/2021,3002,67473,7310,FALSE,17838.39,19624.02,Loan,152,0,85,0
175,1/7/2021,3612,30360,488,FALSE,32694.81,36005.77,Loan,153,0,374.43,0
176,1/7/2021,4211,32885,4973,FALSE,25887.08,14116.71,Loan,154,13034.32,315.63,0
177,1/7/2021,4177,18593,21095,TRUE,71754.84,80675.05,Lease,155,0,2561.78,0
178,1/7/2021,4194,83140,5579,TRUE,74619.27,71348.28,Lease,156,11343.02,2373.9,0
179,1/7/2021,3304,35094,13491,FALSE,5509.85,6033.38,Loan,157,0,148.26,4177.31
180,1/8/2021,1005,20857,23280,FALSE,18863.04,6383.09,Loan,158,13489.55,467.49,0
181,1/8/2021,3745,25232,20192,TRUE,38477.14,32981.09,Lease,159,10286.65,2890.39,0
182,1/8/2021,2030,80472,18983,FALSE,19247.48,21346.07,Loan,160,0,486.05,0
183,1/8/2021,3113,66829,3298,FALSE,11481.14,5435.65,Lease,161,17086.06,85,0
184,1/8/2021,4336,28257,8258,FALSE,19094.44,20761.37,Loan,162,0,258.04,0
185,1/8/2021,802,62339,2774,FALSE,9274.59,10480.74,Loan,163,0,326.48,4177.31
186,1/8/2021,511,91014,22695,FALSE,13185.92,14908.89,Cash,0,0,365.2,4177.31
187,1/8/2021,4731,36740,3282,FALSE,25043.32,27384.25,Loan,164,0,234.93,0
188,1/8/2021,3402,93952,11548,TRUE,34742.09,20239.33,Lease,165,18724.12,2965.66,0
189,1/8/2021,3214,73196,9363,FALSE,52899.22,57972.77,Loan,166,0,295.85,0
190,1/8/2021,3906,81675,2890,FALSE,24992.64,27527.04,Lease,167,0,123.91,0
191,1/8/2021,1575,91830,18656,TRUE,34253.82,16901.68,Loan,168,20389.65,2077.72,0
192,1/8/2021,1720,3465,19395,TRUE,102959.18,62431.51,Loan,169,46013.6,1788.81,0
193,1/8/2021,2720,66682,7458,FALSE,32344.49,35600.65,Loan,170,0,206.77,0
194,1/8/2021,3420,65595,23764,FALSE,82604.59,76132.25,Cash,0,12154.81,704.79,0
195,1/8/2021,2285,29102,8159,TRUE,22545.44,27026.25,Loan,171,0,2288.93,4177.31
196,1/8/2021,2567,85463,16094,FALSE,15287.77,16824.2,Cash,0,0,137.42,0
197,1/8/2021,3390,35026,24600,TRUE,58539.71,66135.62,Loan,172,0,2755.5,0
198,1/8/2021,1004,32177,10708,TRUE,20947.32,24334.48,Lease,173,0,1734.09,0
199,1/8/2021,498,16774,13111,TRUE,66631.68,73550.47,Loan,174,0,2026,0
200,1/8/2021,1057,43295,15317,TRUE,117535.55,102234.7,Loan,175,26004.44,2497.95,0
201,1/8/2021,322,49134,4060,TRUE,36667.68,35932.87,Loan,176,4913.42,1368.93,0
202,1/8/2021,1074,26978,3338,FALSE,16641.52,18507.11,Loan,177,0,255.37,0
203,1/8/2021,4502,38454,2380,FALSE,16045.11,5190.88,Lease,178,11636.15,209.99,0
204,1/9/2021,1394,9970,23450,FALSE,8344.2,9276.58,Loan,179,0,142.99,4177.31
205,1/9/2021,3420,49281,2060,FALSE,63965.31,59888.64,Loan,180,7891.24,237.23,0
206,1/9/2021,4842,45484,19357,FALSE,29107.4,17098.73,Loan,181,13890.03,323.91,0
207,1/9/2021,3719,31336,7591,FALSE,18457.42,16447.1,Lease,182,35823.72,869.17,0
208,1/9/2021,1795,92252,21911,FALSE,14901.65,15927.96,Cash,0,0,122.49,0
209,1/9/2021,4252,90836,19698,TRUE,18897.94,8314.16,Loan,183,13990.58,2788.61,4177.31
210,1/9/2021,3392,26076,7358,FALSE,13628.83,15101.51,Lease,184,0,499.28,0
211,1/9/2021,2906,2109,12442,FALSE,28371.02,27680.98,Cash,0,2593.18,221.71,0
212,1/9/2021,1599,81187,5645,FALSE,28338.63,30546.53,Lease,185,0,465.99,0
213,1/9/2021,4268,62079,3076,TRUE,52171.87,58676.37,Loan,186,0,3119.62,0
214,1/9/2021,1509,79726,3720,FALSE,21512.96,23911.32,Loan,187,0,687.27,0
215,1/9/2021,2268,11677,20491,FALSE,17465.97,18813.24,Loan,188,0,152.55,0
216,1/9/2021,4583,6870,24797,FALSE,30470.15,11998.65,Cash,0,18658.4,159.45,0
217,1/9/2021,3455,819,6645,FALSE,9574.88,2651.99,Loan,189,12473.65,182.43,0
218,1/9/2021,4595,7283,11962,FALSE,18502.72,20653.77,Loan,190,0,418.91,0
219,1/9/2021,3907,38570,16506,FALSE,40219.03,31057.89,Lease,191,11244.82,174.5,0
220,1/9/2021,766,58700,4814,FALSE,20102.85,21901.7,Loan,192,0,316.12,0
221,1/9/2021,1537,71300,6167,TRUE,56604.13,60038.42,Loan,193,4085.08,2795.66,0
222,1/9/2021,890,13407,23685,FALSE,3892.52,17413.23,Lease,194,22143.92,661.7,4177.31
223,1/9/2021,4450,67926,21380,TRUE,42922.3,38897.37,Loan,195,10044.48,3488.62,0
224,1/9/2021,4221,93509,3153,FALSE,19861.05,21552.78,Lease,196,0,328.51,0
225,1/9/2021,2583,84912,20240,FALSE,41233.03,32106.49,Loan,197,11981.59,307.15,0
226,1/9/2021,714,49677,15383,TRUE,76075.19,54219.52,Cash,0,29008.35,2796.55,0
227,1/9/2021,1870,1756,6117,TRUE,32368.23,36936.42,Loan,198,0,2672.89,0
228,1/9/2021,1729,47908,24850,FALSE,22703.83,25059.35,Loan,199,0,292.71,0
229,1/9/2021,1688,64789,24529,FALSE,42935.77,24383.13,Loan,200,20735.41,175.5,0
230,1/9/2021,2460,43436,20851,FALSE,19575.29,21630.09,Loan,201,0,570.41,0
231,1/9/2021,3598,17826,882,TRUE,41356.07,45785.37,Loan,202,0,2073.93,0
232,1/9/2021,1151,64453,21350,FALSE,15388.15,9564.02,Cash,0,25367.31,324.38,0
233,1/9/2021,1020,73879,10975,FALSE,34362.5,21140.33,Loan,203,15289.9,264.66,0
234,1/9/2021,885,61218,19604,FALSE,31895.91,34813.07,Cash,0,0,141.59,0
235,1/10/2021,3169,18800,20623,TRUE,36401.46,15755.93,Loan,204,23875.62,2383.81,0
236,1/10/2021,3103,63772,21653,TRUE,34788.83,32540.54,Loan,205,7944.28,2961.45,0
237,1/10/2021,1512,28273,1894,FALSE,1976.41,15697.16,Cash,0,18651.22,917.59,4177.31
238,1/10/2021,892,11755,1793,FALSE,24143.66,26367.37,Loan,206,0,431.38,0
239,1/10/2021,1077,68733,15299,TRUE,44575.88,16026.03,Loan,207,31207.34,1597.22,0
240,1/10/2021,1167,8349,4617,TRUE,39042.24,45495.51,Loan,208,0,2617.05,0
241,1/10/2021,1984,57266,16134,FALSE,64902.73,70806.09,Loan,209,0,85,0
242,1/10/2021,4146,73119,2271,FALSE,36186.67,25878.68,Loan,210,12470.98,101.15,0
243,1/10/2021,4640,67259,5754,TRUE,63761.98,71338.85,Lease,211,0,2168.76,0
244,1/10/2021,4164,86873,11236,FALSE,26481.86,14240.5,Lease,212,13569.4,242.22,0
245,1/10/2021,2653,20706,3299,TRUE,124897.06,113202.45,Loan,213,21359.41,2952.67,0
246,1/10/2021,4650,55179,22049,FALSE,38372.59,38927.29,Loan,214,0,467.74,0
247,1/10/2021,1606,34984,8762,TRUE,42858.72,45749.38,Cash,0,1419.38,1838.4,0
248,1/10/2021,2649,28603,21243,FALSE,20861.29,22904.98,Cash,0,0,85,0
249,1/10/2021,1456,50631,12863,TRUE,88001.56,82520.77,Loan,215,12482.58,1655.7,0
250,1/10/2021,4714,52653,3360,FALSE,22330.42,23936.35,Lease,216,0,291.89,4177.31
251,1/10/2021,3627,39921,13180,TRUE,45382.1,50392.59,Cash,0,0,1603.75,0
252,1/10/2021,1910,57881,18641,FALSE,22546.63,24404.09,Loan,217,0,443.86,0
253,1/10/2021,1882,56421,18179,FALSE,42467.65,27263.86,Loan,218,17037.37,317.55,0
254,1/10/2021,877,68034,21637,FALSE,41454.84,45408.21,Loan,219,0,85,0
255,1/10/2021,2006,12535,18325,FALSE,16473.69,13986.14,Lease,220,31221.75,607.79,0
256,1/10/2021,2320,5681,13245,FALSE,38138.9,25405.44,Cash,0,15160.98,169.36,0
257,1/10/2021,4343,28563,2448,TRUE,43318.56,39903.58,Lease,221,8594.36,2714.31,0
258,1/10/2021,4641,90621,8919,TRUE,52952.44,59666.29,Loan,222,0,2713.09,0
259,1/10/2021,1004,40130,3618,TRUE,19667.1,32509.52,Loan,223,55265.9,3055.75,0
260,1/10/2021,854,44987,10495,FALSE,15677.37,17215.35,Cash,0,0,490.26,0
261,1/10/2021,2883,23223,8061,FALSE,28741.68,29241.31,Lease,224,1470.36,207.82,0
262,1/10/2021,1723,79250,10790,FALSE,9505.55,7612.33,Loan,225,17360.81,139.97,4177.31
263,1/10/2021,327,33644,11091,FALSE,23915.49,15546.8,Loan,226,40065.03,447.64,0
264,1/10/2021,3466,6482,19370,FALSE,30328.07,33337.39,Loan,227,0,301.14,0
265,1/10/2021,2298,53986,7038,FALSE,23996.13,25965.6,Loan,228,0,109.72,0
266,1/10/2021,1999,93338,22580,FALSE,13191.06,402.27,Loan,229,13174.43,302.04,0
267,1/10/2021,1322,3859,16556,FALSE,25471.44,13871.06,Loan,230,12950.69,360.62,0
268,1/11/2021,2211,78828,16310,FALSE,22056.82,16549.75,Lease,231,7336.76,390.57,0
269,1/11/2021,2531,40390,51,TRUE,30536.28,21421.28,Cash,0,10751.1,1524.13,0
270,1/11/2021,2236,76527,17322,FALSE,23103.09,13616.9,Loan,232,36827.52,85,0
271,1/11/2021,2686,94395,24575,FALSE,6055.65,7744.95,Loan,233,14483.55,497.25,4177.31
272,1/11/2021,4039,27496,4433,FALSE,51889.31,56270.69,Loan,234,0,456.37,0
273,1/11/2021,4279,30570,21322,FALSE,5145.44,3196.81,Loan,235,9015.84,475.68,4177.31
274,1/11/2021,4980,99858,20218,FALSE,36512.65,22152.5,Loan,236,16173.92,258.28,0
275,1/11/2021,4358,63667,9485,FALSE,11225.31,9686.89,Lease,237,21255.27,141.37,0
276,1/11/2021,2286,95438,7823,FALSE,20216.91,22644.52,Loan,238,0,431.98,0
277,1/11/2021,2643,71174,3276,FALSE,50847.55,55480.8,Loan,239,0,478.09,0
278,1/11/2021,1661,38708,19702,FALSE,27103.35,7472.42,Loan,240,20761.77,439.59,0
279,1/11/2021,824,61453,7628,FALSE,16949.16,18770.81,Loan,241,0,393.86,0
280,1/11/2021,4060,70900,9702,FALSE,21563.04,23765.59,Loan,242,0,627.06,0
281,1/11/2021,529,83947,787,TRUE,34400.51,38770.25,Cash,0,0,2333.85,0
282,1/11/2021,4008,51034,1837,FALSE,8218.13,7787.59,Loan,243,16552.34,412.81,4177.31
283,1/11/2021,512,52585,23712,TRUE,47701.83,52222.02,Lease,244,0,1441.35,0
284,1/11/2021,2415,59957,10005,FALSE,20557.92,22606.63,Loan,245,0,345.01,0
285,1/11/2021,1279,23009,6809,FALSE,26930.82,17697,Loan,246,10761.03,400.86,0
